row_id,customer_id,snapshot_date,region,plan_type,acquisition_channel,autopay,tenure_months,monthly_fee,usage_hours_30d,usage_change_90d,support_tickets_90d,late_payments_6m,satisfaction_score,days_since_last_login,network_incidents_30d,leaked_churn_score,retention_offer_result_14d,churn_30d
S20260728-0004401,C00802,2024-04-01,west,standard,partner,yes,35,48.510000,9.795000,-0.063400,3,0,,18.580000,1,0.859600,cancelled,1
S20260728-0002132,C00933,2024-02-01,north,basic,referral,yes,48,28.130000,15.821000,-0.076400,0,0,5.000000,0.710000,0,0.046800,no_contact,0
S20260728-0007355,C00156,2024-07-01,north,basic,organic,yes,29,29.490000,23.545000,-0.202200,1,0,3.620000,7.340000,0,0.776200,cancelled,1
S20260728-0008884,C00485,2024-08-01,north,standard,,yes,35,52.190000,26.475000,0.026500,0,0,4.220000,5.010000,0,0.053200,no_contact,0
S20260728-0009440,C01041,2024-08-01,south,basic,,yes,47,28.760000,40.607000,-0.271700,1,0,2.770000,13.040000,1,0.004100,no_contact,0
S20260728-0002049,C00850,2024-02-01,north,premium,referral,no,11,77.470000,10.125000,-0.200300,1,0,3.940000,9.490000,1,0.016400,no_contact,0
S20260728-0006288,C00289,2024-06-01,south,basic,,no,38,26.750000,0.000000,-0.502800,0,0,3.850000,22.810000,0,0.012800,no_contact,0
S20260728-0005284,C00485,2024-05-01,north,standard,organic,yes,32,48.210000,15.562000,-0.181700,1,1,3.790000,5.160000,1,0.068300,no_contact,0
S20260728-0002239,C01040,2024-02-01,south,basic,partner,yes,22,31.320000,44.101000,0.048600,0,0,3.320000,7.430000,0,0.080700,accepted_offer,0
S20260728-0004706,C01107,2024-04-01,north,standard,partner,yes,11,50.260000,29.794000,0.076800,0,0,4.750000,6.150000,1,0.025000,accepted_offer,0
S20260728-0002310,C01111,2024-02-01,south,premium,organic,yes,11,75.980000,38.766000,0.199700,0,0,3.300000,6.230000,1,0.117500,no_contact,0
S20260728-0008616,C00217,2024-08-01,north,basic,organic,yes,9,28.140000,17.396000,-0.457500,5,1,3.440000,17.400000,2,0.825600,cancelled,1
S20260728-0004122,C00523,2024-04-01,west,premium,referral,yes,23,78.880000,,0.032000,2,0,2.900000,1.120000,0,0.973200,cancelled,1
S20260728-0001494,C00295,2024-02-01,west,premium,partner,yes,7,78.340000,32.690000,-0.032700,0,0,4.760000,12.870000,0,0.063100,no_contact,0
S20260728-0006528,C00529,2024-06-01,west,basic,partner,yes,9,30.730000,2.516000,-0.245500,1,0,3.580000,4.950000,0,0.192500,no_contact,0
S20260728-0006824,C00825,2024-06-01,north,basic,advertising,no,52,27.290000,36.208000,-0.240600,0,0,4.900000,10.590000,1,0.186800,accepted_offer,0
S20260728-0002794,C00395,2024-03-01,east,basic,advertising,yes,28,29.170000,29.294000,-0.339300,0,0,4.220000,9.540000,0,0.124100,accepted_offer,0
S20260728-0007948,C00749,2024-07-01,north,basic,advertising,yes,31,28.190000,51.129000,-0.208700,0,0,4.190000,2.520000,0,0.028600,no_contact,0
S20260728-0004792,C01193,2024-04-01,south,premium,referral,yes,13,76.470000,16.684000,-0.132100,2,0,3.210000,4.510000,0,0.091600,no_contact,0
S20260728-0003929,C00330,2024-04-01,north,premium,organic,yes,42,75.310000,27.573000,-0.198100,0,0,,5.940000,0,0.104300,no_contact,0
S20260728-0008507,C00108,2024-08-01,north,standard,organic,no,21,52.130000,30.928000,-0.209100,2,0,4.380000,5.400000,1,0.069100,no_contact,0
S20260728-0000034,C00035,2024-01-01,east,basic,organic,yes,23,28.670000,31.237000,0.054400,1,0,2.480000,11.300000,1,0.883900,cancelled,1
S20260728-0009007,C00608,2024-08-01,west,standard,,no,37,49.020000,21.677000,-0.245000,0,1,2.830000,15.530000,0,0.014900,accepted_offer,0
S20260728-0006299,C00300,2024-06-01,east,standard,organic,yes,11,47.050000,16.487000,0.106400,0,1,3.100000,5.370000,2,0.125500,no_contact,0
S20260728-0000920,C00921,2024-01-01,east,premium,organic,yes,16,80.400000,,-0.308000,0,0,3.120000,7.480000,1,0.000000,accepted_offer,0
S20260728-0002240,C01041,2024-02-01,south,basic,,yes,41,28.440000,72.746000,0.239900,0,0,2.650000,1.960000,0,0.000400,no_contact,0
S20260728-0003110,C00711,2024-03-01,north,premium,advertising,no,18,631.030000,7.029000,-0.501900,3,0,2.300000,10.020000,2,0.846700,cancelled,1
S20260728-0005938,C01139,2024-05-01,north,standard,organic,yes,20,46.860000,26.819000,-0.078200,0,0,3.700000,13.920000,0,0.074800,accepted_offer,0
S20260728-0006888,C00889,2024-06-01,west,standard,advertising,yes,41,48.030000,27.513000,-0.309600,1,0,3.130000,8.410000,0,0.170800,no_contact,0
S20260728-0004193,C00594,2024-04-01,east,standard,referral,no,14,50.580000,17.003000,-0.388300,1,0,2.860000,11.310000,1,0.118400,no_contact,0
S20260728-0001299,C00100,2024-02-01,east,premium,organic,yes,48,79.640000,31.987000,0.053400,0,0,4.380000,12.440000,0,0.084600,accepted_offer,0
S20260728-0008244,C01045,2024-07-01,south,premium,organic,yes,10,80.210000,16.639000,-0.443100,3,0,3.800000,7.190000,1,0.007300,accepted_offer,0
S20260728-0009254,C00855,2024-08-01,north,standard,organic,no,42,50.490000,23.791000,-0.183200,1,0,2.310000,1.630000,2,0.030500,no_contact,0
S20260728-0009043,C00644,2024-08-01,east,standard,organic,no,29,49.290000,21.396000,,1,0,2.120000,6.980000,2,0.051700,no_contact,0
S20260728-0005059,C00260,2024-05-01,west,basic,advertising,yes,38,29.140000,,0.137100,0,0,3.940000,0.710000,1,0.036900,no_contact,0
S20260728-0003730,C00131,2024-04-01,west,standard,referral,yes,39,43.730000,24.732000,-0.066400,0,0,3.760000,10.670000,0,0.059700,no_contact,0
S20260728-0004429,C00830,2024-04-01,west,standard,referral,yes,49,48.520000,19.186000,,0,0,3.670000,8.270000,0,0.064300,accepted_offer,0
S20260728-0007208,C00009,2024-07-01,north,basic,organic,yes,30,26.060000,,0.243000,0,0,3.450000,5.650000,0,0.020300,no_contact,0
S20260728-0006837,C00838,2024-06-01,south,standard,organic,yes,42,49.460000,16.994000,-0.455400,1,0,3.430000,8.550000,1,0.147600,no_contact,0
S20260728-0002425,C00026,2024-03-01,north,standard,partner,yes,28,49.700000,38.234000,-0.154900,0,0,3.830000,14.830000,0,0.205900,no_contact,0
S20260728-0003178,C00779,2024-03-01,north,standard,organic,yes,49,52.530000,51.171000,0.213200,0,0,3.710000,7.830000,0,0.063100,no_contact,0
S20260728-0000026,C00027,2024-01-01,east,standard,organic,yes,48,51.230000,41.915000,0.071600,0,0,3.780000,2.950000,0,0.107400,no_contact,0
S20260728-0003691,C00092,2024-04-01,west,standard,partner,yes,6,47.250000,28.417000,-0.111800,1,0,4.290000,3.180000,0,0.107700,no_contact,0
S20260728-0006056,C00057,2024-06-01,west,basic,organic,no,7,29.030000,39.509000,0.103400,0,0,3.340000,5.050000,0,0.906500,cancelled,1
S20260728-0004405,C00806,2024-04-01,west,premium,advertising,yes,10,79.970000,42.041000,0.020400,1,0,3.970000,2.870000,1,0.050400,no_contact,0
S20260728-0006807,C00808,2024-06-01,north,basic,organic,yes,43,25.220000,15.642000,-0.232500,1,1,2.340000,5.060000,0,0.157200,no_contact,0
S20260728-0007261,C00062,2024-07-01,west,basic,organic,yes,38,28.740000,31.253000,-0.088800,1,1,2.510000,14.960000,0,0.162500,no_contact,0
S20260728-0006576,C00577,2024-06-01,west,standard,organic,no,51,47.740000,26.995000,0.068500,0,0,3.440000,4.130000,2,0.106800,no_contact,0
S20260728-0004726,C01127,2024-04-01,south,standard,advertising,yes,50,47.510000,,-0.386500,3,0,4.260000,10.310000,2,0.021600,no_contact,0
S20260728-0009410,C01011,2024-08-01,south,standard,organic,no,55,49.150000,26.568000,-0.198100,4,1,2.250000,3.310000,1,0.831900,cancelled,1
S20260728-0001775,C00576,2024-02-01,west,standard,organic,no,13,46.650000,13.783000,-0.322800,0,0,2.860000,13.310000,0,0.143400,no_contact,0
S20260728-0003260,C00861,2024-03-01,south,standard,referral,yes,30,50.450000,29.321000,-0.106200,0,0,2.110000,8.640000,1,0.083100,accepted_offer,0
S20260728-0007166,C01167,2024-06-01,east,basic,referral,yes,33,28.220000,12.767000,,2,0,3.740000,9.830000,0,0.069400,no_contact,0
S20260728-0007326,C00127,2024-07-01,west,basic,organic,no,19,35.140000,5.808000,-0.379500,3,0,3.440000,12.040000,1,0.905000,cancelled,1
S20260728-0008518,C00119,2024-08-01,north,basic,partner,no,29,28.970000,246.075000,-0.218000,1,0,,6.140000,0,0.070800,no_contact,0
S20260728-0004805,C00006,2024-05-01,north,premium,referral,yes,28,77.730000,4.921000,0.028800,0,0,3.350000,8.370000,1,0.065600,no_contact,0
S20260728-0005174,C00375,2024-05-01,north,premium,organic,yes,12,79.550000,45.600000,-0.073500,0,0,4.190000,1.360000,0,0.150600,no_contact,0
S20260728-0003472,C01073,2024-03-01,south,premium,partner,yes,7,76.960000,32.044000,,0,0,4.660000,4.940000,0,0.033500,no_contact,0
S20260728-0004431,C00832,2024-04-01,south,standard,organic,yes,32,53.030000,7.312000,-0.279700,1,0,2.900000,19.050000,0,0.078600,no_contact,0
S20260728-0003433,C01034,2024-03-01,west,standard,partner,no,43,50.310000,46.150000,0.191400,0,0,3.540000,12.660000,1,0.025500,no_contact,0
S20260728-0004410,C00811,2024-04-01,west,standard,organic,no,28,47.590000,58.314000,-0.203100,0,0,3.470000,8.970000,1,0.979200,cancelled,1
S20260728-0006721,C00722,2024-06-01,south,basic,advertising,yes,36,26.940000,20.283000,-0.487300,2,0,,9.180000,2,0.872900,cancelled,1
S20260728-0003289,C00890,2024-03-01,east,standard,organic,yes,4,50.060000,89.960000,,6,0,2.890000,6.670000,2,0.160800,no_contact,0
S20260728-0005835,C01036,2024-05-01,south,basic,advertising,no,17,27.610000,32.123000,0.085300,0,1,4.270000,6.040000,0,0.000000,no_contact,0
S20260728-0000287,C00288,2024-01-01,west,basic,advertising,yes,2,27.500000,22.587000,0.384500,0,0,3.610000,9.400000,0,0.033600,no_contact,0
S20260728-0007053,C01054,2024-06-01,north,premium,organic,yes,37,74.730000,31.316000,0.108900,0,0,4.050000,7.200000,0,0.102300,no_contact,0
S20260728-0007910,C00711,2024-07-01,north,premium,advertising,no,22,81.210000,14.272000,-0.263000,1,0,2.560000,9.140000,1,0.038600,no_contact,0
S20260728-0004186,C00587,2024-04-01,north,standard,partner,no,32,48.110000,4.531000,-0.403200,0,0,,20.560000,0,0.121000,no_contact,0
S20260728-0002634,C00235,2024-03-01,south,basic,partner,yes,15,26.980000,47.008000,0.007000,0,0,3.890000,6.200000,0,0.125800,no_contact,0
S20260728-0006320,C00321,2024-06-01,south,basic,advertising,yes,16,27.900000,87.467000,0.407900,1,0,2.840000,6.970000,1,0.068900,no_contact,0
S20260728-0001940,C00741,2024-02-01,south,basic,organic,no,31,34.440000,14.806000,-0.195800,2,0,2.370000,7.190000,4,0.157800,no_contact,0
S20260728-0001337,C00138,2024-02-01,east,standard,advertising,yes,25,47.290000,29.315000,0.101700,0,1,3.850000,15.540000,0,0.151100,no_contact,0
S20260728-0003838,C00239,2024-04-01,south,standard,organic,yes,11,50.920000,43.039000,-0.082400,2,0,,6.810000,1,0.888800,retained_after_offer,1
S20260728-0009519,C01120,2024-08-01,south,premium,organic,yes,38,74.530000,24.719000,,0,0,3.250000,6.150000,1,0.069300,accepted_offer,0
S20260728-0000062,C00063,2024-01-01,west,standard,advertising,yes,44,44.030000,53.672000,0.083300,1,0,3.000000,2.350000,0,0.073000,accepted_offer,0
S20260728-0007711,C00512,2024-07-01,north,basic,partner,no,19,28.780000,10.498000,-0.415800,0,1,3.990000,14.790000,0,0.171000,no_contact,0
S20260728-0009234,C00835,2024-08-01,south,premium,organic,yes,15,76.870000,27.783000,-0.490400,2,1,3.040000,16.940000,3,0.951300,cancelled,1
S20260728-0003814,C00215,2024-04-01,north,standard,organic,yes,24,45.040000,64.732000,-0.182200,0,0,3.840000,2.910000,0,0.140100,no_contact,0
S20260728-0009486,C01087,2024-08-01,east,basic,partner,yes,26,31.350000,18.831000,-0.280000,1,0,,13.110000,0,0.021500,no_contact,0
S20260728-0008099,C00900,2024-07-01,north,standard,partner,yes,25,50.190000,17.157000,-0.413700,0,0,4.620000,8.850000,1,0.057200,no_contact,0
S20260728-0007230,C00031,2024-07-01,west,standard,organic,no,36,47.360000,9.751000,-0.266200,1,0,2.620000,18.840000,2,0.000000,no_contact,0
S20260728-0003628,C00029,2024-04-01,east,standard,organic,yes,9,51.090000,35.787000,-0.152300,1,0,3.140000,2.900000,1,0.077800,no_contact,0
S20260728-0007352,C00153,2024-07-01,north,standard,partner,no,53,51.170000,9.077000,-0.385600,4,1,3.630000,14.000000,1,0.051000,no_contact,0
S20260728-0009233,C00834,2024-08-01,west,standard,,no,46,50.720000,,-0.560600,3,0,3.350000,19.940000,1,0.027300,accepted_offer,0
S20260728-0001328,C00129,2024-02-01,west,basic,advertising,yes,30,300.560000,31.178000,-0.101100,1,1,3.220000,22.160000,1,0.055200,no_contact,0
S20260728-0007887,C00688,2024-07-01,north,basic,organic,yes,47,25.900000,35.688000,-0.314400,0,0,3.270000,19.650000,0,0.107000,no_contact,0
S20260728-0004360,C00761,2024-04-01,south,basic,organic,yes,10,31.850000,17.402000,-0.443500,0,0,3.830000,16.860000,0,0.096200,no_contact,0
S20260728-0001981,C00782,2024-02-01,south,premium,organic,yes,9,77.210000,,-0.191100,0,0,3.180000,1.700000,0,0.028300,no_contact,0
S20260728-0000073,C00074,2024-01-01,north,basic,organic,no,8,26.040000,24.066000,-0.427900,1,0,3.140000,7.290000,0,0.132700,no_contact,0
S20260728-0008051,C00852,2024-07-01,east,premium,advertising,yes,24,76.910000,,0.069700,0,0,3.730000,17.730000,0,0.074200,no_contact,0
S20260728-0002290,C01091,2024-02-01,east,standard,advertising,no,3,50.060000,5.160000,0.250100,1,0,3.440000,11.700000,1,0.107200,no_contact,0
S20260728-0008133,C00934,2024-07-01,east,basic,organic,yes,41,28.790000,3.972000,-0.219500,0,0,4.830000,0.840000,0,0.000000,accepted_offer,0
S20260728-0005559,C00760,2024-05-01,north,standard,organic,yes,26,45.950000,495.762000,-0.335300,1,0,3.190000,6.110000,1,0.000000,no_contact,0
S20260728-0000124,C00125,2024-01-01,south,basic,,yes,44,29.520000,22.354000,-0.326100,1,0,2.340000,16.970000,0,1.000000,cancelled,1
S20260728-0007137,C01138,2024-06-01,east,standard,organic,no,42,49.920000,28.172000,-0.210700,2,0,2.350000,4.600000,2,0.964400,cancelled,1
S20260728-0008030,C00831,2024-07-01,south,basic,organic,yes,48,29.520000,11.240000,-0.150000,2,1,2.520000,7.150000,2,0.028100,no_contact,0
S20260728-0005569,C00770,2024-05-01,south,premium,organic,no,51,77.530000,48.051000,0.019400,0,1,4.130000,6.490000,0,0.058300,no_contact,0
S20260728-0005102,C00303,2024-05-01,east,standard,organic,yes,32,48.450000,16.490000,-0.118100,0,0,3.270000,0.710000,2,0.108700,no_contact,0
S20260728-0000662,C00663,2024-01-01,east,basic,advertising,yes,12,27.370000,25.973000,-0.072100,1,0,,6.110000,1,0.152400,no_contact,0
S20260728-0005367,C00568,2024-05-01,north,basic,organic,yes,18,30.520000,46.321000,-0.287400,0,0,2.350000,15.560000,0,0.000000,no_contact,0
S20260728-0002174,C00975,2024-02-01,north,basic,organic,yes,14,30.760000,28.208000,,0,0,4.130000,3.090000,0,0.056800,no_contact,0
S20260728-0008130,C00931,2024-07-01,south,basic,advertising,yes,22,29.720000,19.557000,-0.250700,3,0,2.330000,8.710000,3,0.100300,no_contact,0
S20260728-0000598,C00599,2024-01-01,east,premium,advertising,yes,15,74.200000,55.262000,-0.278100,0,0,4.510000,13.230000,0,0.000000,no_contact,0
S20260728-0009218,C00819,2024-08-01,north,basic,organic,yes,51,28.020000,26.932000,0.037300,0,0,3.920000,1.300000,3,0.195600,no_contact,0
S20260728-0005910,C01111,2024-05-01,south,premium,organic,yes,14,80.770000,28.077000,,1,0,3.310000,16.760000,1,0.022900,no_contact,0
S20260728-0005090,C00291,2024-05-01,south,premium,organic,no,18,78.950000,31.427000,-0.373100,1,1,3.550000,9.580000,2,0.870400,cancelled,1
S20260728-0006191,C00192,2024-06-01,north,standard,organic,yes,41,48.020000,49.125000,0.105700,2,0,3.510000,5.120000,1,0.033400,no_contact,0
S20260728-0006577,C00578,2024-06-01,east,standard,partner,yes,40,49.680000,34.329000,-0.044400,0,0,4.620000,20.610000,0,0.173500,no_contact,0
S20260728-0002680,C00281,2024-03-01,north,basic,organic,yes,30,30.550000,8.893000,-0.402200,0,1,3.380000,16.170000,0,1.000000,retained_after_offer,1
S20260728-0009575,C01176,2024-08-01,east,basic,organic,no,12,30.760000,12.432000,-0.232600,4,0,2.710000,7.830000,2,0.031500,no_contact,0
S20260728-0004704,C01105,2024-04-01,east,standard,referral,yes,20,48.860000,34.784000,0.146100,1,0,2.580000,5.320000,0,0.966800,retained_after_offer,1
S20260728-0005223,C00424,2024-05-01,east,premium,referral,yes,31,80.250000,23.313000,0.128100,0,1,3.790000,8.000000,0,0.086500,no_contact,0
S20260728-0003896,C00297,2024-04-01,north,basic,organic,yes,33,29.190000,53.212000,-0.049600,1,0,3.070000,4.410000,1,0.151800,no_contact,0
S20260728-0001261,C00062,2024-02-01,west,basic,organic,yes,33,27.920000,38.781000,0.129600,2,0,2.120000,5.910000,1,0.100400,no_contact,0
S20260728-0003781,C00182,2024-04-01,east,standard,organic,yes,38,51.550000,10.324000,-0.492500,2,0,3.770000,19.170000,0,0.831400,cancelled,1
S20260728-0000864,C00865,2024-01-01,north,basic,organic,yes,31,29.370000,18.523000,-0.001900,0,0,4.130000,6.740000,1,0.066800,no_contact,0
S20260728-0003942,C00343,2024-04-01,east,premium,referral,yes,5,78.560000,25.228000,-0.202700,0,0,3.140000,6.810000,0,0.038700,no_contact,0
S20260728-0002570,C00171,2024-03-01,north,basic,organic,no,38,28.070000,15.991000,-0.143700,1,0,4.650000,8.090000,1,0.069700,no_contact,0
S20260728-0006996,C00997,2024-06-01,west,standard,organic,no,53,50.380000,56.030000,0.022100,0,0,4.360000,6.770000,0,0.000000,no_contact,0
S20260728-0002428,C00029,2024-03-01,east,standard,organic,yes,8,53.410000,30.066000,-0.278500,0,0,3.520000,9.060000,1,0.058800,no_contact,0
S20260728-0003336,C00937,2024-03-01,east,standard,organic,yes,46,51.490000,10.814000,-0.293200,2,0,1.560000,6.710000,2,0.035600,no_contact,0
S20260728-0009556,C01157,2024-08-01,east,basic,advertising,yes,36,29.270000,15.615000,-0.377000,1,0,3.170000,12.990000,2,0.119400,no_contact,0
S20260728-0000109,C00110,2024-01-01,east,premium,referral,no,36,79.440000,26.252000,-0.317000,2,1,3.310000,11.650000,1,0.171200,no_contact,0
S20260728-0005462,C00663,2024-05-01,east,basic,advertising,yes,16,27.620000,32.704000,0.029500,0,0,4.970000,12.270000,0,0.004500,no_contact,0
S20260728-0006313,C00314,2024-06-01,north,basic,advertising,no,35,29.670000,32.745000,0.067900,1,1,4.370000,10.960000,1,0.944100,cancelled,1
S20260728-0004582,C00983,2024-04-01,west,basic,partner,yes,14,25.390000,24.351000,0.164500,0,0,1.190000,9.590000,1,0.024500,no_contact,0
S20260728-0002366,C01167,2024-02-01,east,basic,referral,yes,29,27.940000,17.829000,0.206500,1,0,3.600000,9.800000,1,0.066700,no_contact,0
S20260728-0009183,C00784,2024-08-01,north,basic,,yes,19,27.040000,19.655000,-0.312300,0,0,3.810000,12.570000,0,0.097700,no_contact,0
S20260728-0005729,C00930,2024-05-01,east,basic,partner,yes,31,29.480000,17.313000,-0.283800,2,0,3.520000,13.940000,1,0.075000,accepted_offer,0
S20260728-0007325,C00126,2024-07-01,east,standard,advertising,yes,32,45.730000,26.802000,-0.241300,3,0,2.490000,4.410000,2,0.121100,no_contact,0
S20260728-0001376,C00177,2024-02-01,east,premium,partner,yes,49,82.060000,2.695000,-0.383400,2,0,3.510000,14.340000,1,0.044200,no_contact,0
S20260728-0001644,C00445,2024-02-01,north,basic,partner,yes,27,27.740000,77.790000,-0.001600,0,0,3.450000,0.780000,1,0.105100,accepted_offer,0
S20260728-0005366,C00567,2024-05-01,north,basic,advertising,yes,39,28.810000,15.735000,-0.047200,1,0,4.100000,13.050000,1,0.077700,accepted_offer,0
S20260728-0001462,C00263,2024-02-01,west,standard,partner,yes,16,48.760000,42.220000,0.293700,0,0,4.090000,10.740000,0,0.094500,accepted_offer,0
S20260728-0000785,C00786,2024-01-01,north,basic,partner,no,4,30.120000,19.281000,-0.116400,0,1,3.100000,4.810000,0,0.014800,no_contact,0
S20260728-0001034,C01035,2024-01-01,west,basic,organic,no,26,27.230000,48.336000,,1,0,3.680000,19.380000,0,0.168300,no_contact,0
S20260728-0000154,C00155,2024-01-01,south,standard,,yes,36,52.630000,38.050000,0.183800,0,0,3.350000,5.600000,1,0.056500,no_contact,0
S20260728-0000322,C00323,2024-01-01,north,basic,organic,yes,32,30.800000,54.442000,-0.136200,0,0,4.560000,0.830000,0,0.000000,no_contact,0
S20260728-0003453,C01054,2024-03-01,north,premium,organic,yes,34,76.470000,20.226000,-0.238100,1,1,,11.030000,0,0.088000,no_contact,0
S20260728-0005440,C00641,2024-05-01,north,standard,partner,yes,49,49.040000,,0.094300,0,0,3.690000,6.230000,0,0.087300,no_contact,0
S20260728-0006235,C00236,2024-06-01,north,basic,organic,no,25,31.650000,21.984000,-0.171300,1,0,3.200000,15.720000,1,0.032400,no_contact,0
S20260728-0009050,C00651,2024-08-01,north,standard,organic,yes,9,379.860000,,-0.295800,0,0,3.360000,16.530000,0,0.000000,no_contact,0
S20260728-0001053,C01054,2024-01-01,north,premium,organic,yes,32,82.020000,33.188000,0.114200,1,0,4.020000,1.740000,0,0.116900,no_contact,0
S20260728-0002121,C00922,2024-02-01,south,standard,advertising,yes,43,52.860000,19.231000,-0.042000,1,0,3.130000,19.830000,0,0.038000,no_contact,0
S20260728-0002962,C00563,2024-03-01,east,standard,advertising,yes,33,50.340000,21.570000,,1,0,3.700000,10.580000,1,0.086900,no_contact,0
S20260728-0000290,C00291,2024-01-01,south,premium,organic,no,14,79.560000,56.277000,,0,0,4.040000,8.500000,1,0.108500,no_contact,0
S20260728-0008318,C01119,2024-07-01,south,premium,organic,yes,16,80.170000,44.169000,-0.218000,0,0,3.940000,3.200000,0,0.074200,no_contact,0
S20260728-0003319,C00920,2024-03-01,south,basic,referral,no,23,28.910000,15.426000,-0.183700,0,0,3.930000,0.900000,0,0.024600,no_contact,0
S20260728-0008531,C00132,2024-08-01,south,basic,organic,no,49,29.500000,26.689000,-0.446000,2,3,2.550000,26.450000,2,0.866800,cancelled,1
S20260728-0008639,C00240,2024-08-01,west,basic,organic,yes,50,26.470000,2.528000,-0.468400,0,0,4.440000,7.550000,2,0.936900,retained_after_offer,1
S20260728-0004279,C00680,2024-04-01,west,standard,,yes,45,49.320000,13.430000,-0.262500,1,0,4.290000,7.570000,0,0.091700,no_contact,0
S20260728-0004528,C00929,2024-04-01,north,standard,referral,yes,41,49.780000,33.870000,0.003500,0,0,3.500000,12.360000,0,0.170100,no_contact,0
S20260728-0001475,C00276,2024-02-01,north,standard,partner,yes,28,49.740000,8.438000,0.035100,0,0,3.650000,11.600000,1,0.000000,no_contact,0
S20260728-0009402,C01003,2024-08-01,east,basic,organic,yes,23,29.170000,23.173000,-0.213700,0,0,4.230000,5.420000,0,0.000000,accepted_offer,0
S20260728-0006273,C00274,2024-06-01,north,standard,organic,yes,29,49.660000,27.714000,-0.071300,1,1,3.760000,19.730000,0,0.104300,no_contact,0
S20260728-0008687,C00288,2024-08-01,west,basic,advertising,yes,9,27.730000,12.848000,-0.369600,1,0,2.880000,10.320000,1,0.069600,no_contact,0
S20260728-0003171,C00772,2024-03-01,east,basic,partner,yes,3,30.720000,20.975000,-0.129800,2,0,3.120000,1.640000,0,0.063500,no_contact,0
S20260728-0005221,C00422,2024-05-01,north,basic,referral,no,23,26.930000,64.112000,-0.130000,2,0,4.130000,3.160000,1,0.154600,accepted_offer,0
S20260728-0007738,C00539,2024-07-01,west,standard,advertising,yes,45,51.180000,87.239000,0.093600,1,0,3.040000,0.850000,0,0.128500,accepted_offer,0
S20260728-0005326,C00527,2024-05-01,north,basic,organic,yes,40,30.420000,34.158000,-0.230700,1,0,,16.240000,2,0.882600,cancelled,1
S20260728-0004119,C00520,2024-04-01,west,standard,partner,yes,21,49.720000,38.083000,-0.075600,1,0,3.210000,8.550000,0,0.079400,no_contact,0
S20260728-0006496,C00497,2024-06-01,north,basic,organic,no,47,31.980000,34.876000,-0.191700,0,1,,6.410000,0,0.147500,no_contact,0
S20260728-0003120,C00721,2024-03-01,west,basic,partner,yes,18,29.050000,21.216000,0.135300,0,0,2.780000,8.320000,1,0.102000,no_contact,0
S20260728-0008561,C00162,2024-08-01,north,standard,referral,yes,29,51.690000,30.519000,-0.111300,1,0,4.760000,9.740000,0,0.067100,no_contact,0
S20260728-0006335,C00336,2024-06-01,south,standard,partner,no,42,49.210000,24.028000,-0.210600,3,1,2.540000,7.170000,1,0.126200,no_contact,0
S20260728-0002107,C00908,2024-02-01,west,basic,advertising,yes,46,30.690000,31.741000,-0.140500,2,0,1.810000,16.080000,1,0.064900,no_contact,0
S20260728-0007612,C00413,2024-07-01,north,standard,referral,no,21,48.070000,28.787000,-0.180200,3,1,3.970000,5.210000,3,0.879500,cancelled,1
S20260728-0000223,C00224,2024-01-01,west,basic,organic,yes,45,25.870000,21.752000,0.049500,0,0,3.780000,6.220000,0,0.079100,accepted_offer,0
S20260728-0004876,C00077,2024-05-01,north,standard,organic,yes,24,50.390000,9.886000,-0.443300,2,0,3.470000,15.510000,0,0.000000,accepted_offer,0
S20260728-0008479,C00080,2024-08-01,north,basic,organic,yes,19,27.540000,20.599000,-0.469700,0,0,4.400000,12.750000,0,0.114700,no_contact,0
S20260728-0003375,C00976,2024-03-01,south,standard,organic,yes,20,48.220000,35.051000,0.098300,1,1,4.370000,3.320000,1,0.103700,accepted_offer,0
S20260728-0004289,C00690,2024-04-01,north,premium,advertising,yes,51,79.430000,28.646000,0.110500,0,0,3.820000,7.110000,0,0.000000,no_contact,0
S20260728-0007447,C00248,2024-07-01,south,basic,referral,no,35,27.250000,24.920000,-0.044000,1,0,4.350000,5.730000,0,0.034000,no_contact,0
S20260728-0005749,C00950,2024-05-01,south,basic,partner,no,23,28.910000,48.309000,-0.321000,3,2,2.930000,18.000000,1,0.856900,cancelled,1
S20260728-0006758,C00759,2024-06-01,south,premium,advertising,yes,10,80.000000,5.077000,-0.129800,0,0,4.170000,2.580000,0,0.107100,no_contact,0
S20260728-0004982,C00183,2024-05-01,west,standard,partner,yes,49,50.560000,15.641000,-0.033000,2,1,,10.580000,2,0.110900,no_contact,0
S20260728-0008008,C00809,2024-07-01,west,basic,organic,yes,53,30.580000,35.184000,-0.092400,1,0,,3.750000,1,0.018700,no_contact,0
S20260728-0005706,C00907,2024-05-01,west,standard,organic,yes,48,46.160000,12.160000,-0.335000,1,0,3.880000,16.150000,1,0.017700,accepted_offer,0
S20260728-0003943,C00344,2024-04-01,east,standard,advertising,yes,7,48.720000,22.696000,-0.133600,1,0,3.730000,2.440000,1,0.041100,accepted_offer,0
S20260728-0001751,C00552,2024-02-01,south,basic,advertising,yes,2,27.980000,24.854000,0.018800,2,0,3.360000,15.510000,3,0.094100,no_contact,0
S20260728-0006536,C00537,2024-06-01,south,standard,advertising,yes,23,44.400000,24.053000,-0.442100,2,1,3.750000,9.350000,1,0.080000,accepted_offer,0
S20260728-0007073,C01074,2024-06-01,east,standard,referral,yes,7,48.000000,23.124000,-0.168800,0,0,3.610000,14.530000,0,0.199300,no_contact,0
